record_id,first_name,last_name,gender,date_of_birth,address,city,county,ssn,phone_number,email
348,Leonard,Suciu,M,1980-06-21,Soseaua Popa,Sector 6,Constanța,7340508097291,0454078296,leonards@protonmail.com
349,Antonia,Niță,F,1992-03-31,Strada Betina Suciu,Sector 6,Bihor,2461011213093,4515625659,aniță@yahoo.com
350,Octavian,Dima,M,1967-12-05,Aleea Andreea Popa,Sector 6,Iași,5250104024691,8373943983,octaviandima@protonmail.com
351,Anaida,Gheorghiu,F,1976-03-18,Strada Măriuca Tudor,Sector 6,Constanța,8091002453312,1738675884,agheorghiu@gmail.com
352,Ion,Dochioiu,M,1955-08-04,Soseaua Alina Diaconu Nr. 595 Bl. 16  Sc. 11 Ap. 779,Sector 6,Tulcea,3650406362517,0662061072,idochioiu@protonmail.com
353,Nae,Stancu,M,1997-07-16,Strada Popescu Nr. 746 Bl. 70  Sc. 25 Ap. 429,Sector 6,Alba,5660817125623,9038840229,stancu.nae@outlook.com
354,Marcu,Cristea,M,1962-01-04,Aleea Florea Nr. 47,Sector 6,Teleorman,5450131369985,6006375926,marcucristea@gmail.com
355,Ruxanda,Ioniță,F,1944-08-04,Aleea Dinu Nr. 380 Bl. 84  Sc. 80 Ap. 194,Sector 6,Suceava,4141209458981,8306166814,ruxandai@protonmail.com
356,Alina,Mocanu,F,2001-09-07,Aleea Casiana Stancu Nr. 955,Sector 6,Dolj,4350816396746,1568844027,amocanu@hotmail.com
357,Felicia,Ardelean,F,1992-09-06,Aleea Georgescu,Sector 6,Arad,5790421112490,1503724117,ardelean.felicia@protonmail.com
358,Arina,Nistor,F,1949-04-19,Bulevardul Cornelia Stoica Nr. 802 Bl. 86  Sc. 39 Ap. 903,Sector 6,Cluj,1841209330733,6916313546,arinan@gmail.com
359,Adriana,Florea,F,1991-12-01,Aleea Amelia Nemeș,Sector 6,Sălaj,5230810192961,1208930560,florea.adriana@yahoo.com
360,Nadia,Barbu,F,1983-04-06,Intrarea Andra Stoica Nr. 74 Bl. 47  Sc. 99 Ap. 981,Sector 6,Covasna,6540927207932,0793554158,barbu.nadia@hotmail.com
361,Anghelina,Nemeș,F,1944-10-02,Aleea Smaranda Eftimie Nr. 257 Bl. 41  Sc. 48 Ap. 882,Sector 6,Călărași,7730603295110,0185335749,nemeș.anghelina@yahoo.com
362,Romeo,Stan,M,1985-08-17,Strada Eusebiu Dumitrescu,Sector 6,Bistrița-Năsăud,2740805282814,2348669611,romeostan@gmail.com
363,Ozana,Georgescu,F,1964-07-04,Soseaua Niță,Sector 6,Sălaj,5460622324112,3341700152,georgescu.ozana@protonmail.com
364,Lavinia,Florea,F,1961-07-30,Bulevardul Ene,Sector 6,Argeș,6940927051512,9231189220,laviniaf@yahoo.com
365,Svetlana,Dochioiu,F,1935-08-24,Aleea Ariana Popescu,Sector 6,Timiș,6750416052361,3419305665,svetlanad@protonmail.com
366,Augustina,Diaconescu,F,1939-02-23,Soseaua Dobre Nr. 365 Bl. 54  Sc. 26 Ap. 369,Sector 6,Iași,8390821274323,9732629858,augustinadiaconescu@hotmail.com
367,Marta,Diaconescu,F,1981-04-30,Drumul Stănescu Nr. 180,Sector 6,Arad,2330323177508,1249045028,diaconescu.marta@yahoo.com
368,Ludmila,Cristea,F,1965-02-03,Bulevardul Oprea Nr. 765 Bl. 86  Sc. 95 Ap. 604,Sector 6,Sălaj,8520906085413,6911617482,lcristea@protonmail.com
369,Floriana,Dinu,F,1947-09-19,Aleea Nelu Mazilescu Nr. 91,Sector 6,Giurgiu,7070604515424,9487759750,floriana.dinu@protonmail.com
370,Dacian,Popescu,M,1950-11-10,Intrarea Carmen Dochioiu Nr. 11,Sector 6,Bistrița-Năsăud,8830313408649,6054042538,dacianp@outlook.com
371,Codruța,Pușcașu,F,1974-08-01,Intrarea Stancu Nr. 585 Bl. 59  Sc. 99 Ap. 287,Sector 6,Covasna,7780809209336,5116182425,pușcașu.codruța@protonmail.com
372,Georgel,Ardelean,M,1994-04-05,Bulevardul Popa,Sector 6,Neamț,1971123400164,7889455469,georgel.ardelean@protonmail.com
373,Beniamin,Tomescu,M,1950-03-21,Intrarea Eftimie,Sector 6,Bistrița-Năsăud,1440511226335,8452547477,tomescu.beniamin@hotmail.com
374,Romulus,Dochioiu,M,1937-08-30,Drumul Veniamin Pop Nr. 231 Bl. 26  Sc. 39 Ap. 338,Sector 6,Harghita,7760631218391,6313614734,dochioiu.romulus@yahoo.com
375,Ilarie,Florea,M,1993-12-12,Bulevardul Isabela Albu,Sector 6,Dolj,4070323316103,4059890727,ilarieflorea@outlook.com
376,Grațiela,Manole,F,1982-03-09,Intrarea Voinea Nr. 98 Bl. 71  Sc. 33 Ap. 294,Sector 6,Ialomița,5920301368535,5432940784,gmanole@outlook.com
377,Petrișor,Stănescu,F,1979-04-01,Drumul Lorin Popa Nr. 942 Bl. 54  Sc. 14 Ap. 560,Sector 6,Covasna,1490431464311,5301454675,pstănescu@hotmail.com
378,Nicu,Dumitrescu,M,1938-03-18,Bulevardul Gheorghiu Nr. 28 Bl. 16  Sc. 87 Ap. 786,Sector 6,Mureș,1950127286117,3634965296,ndumitrescu@yahoo.com
379,Georgiana,Stancu,F,1974-08-18,Bulevardul Nemeș Nr. 73 Bl. 29  Sc. 85 Ap. 423,Sector 6,Gorj,5140731071487,7065058440,stancu.georgiana@outlook.com
380,Beatrice,Stoica,F,1972-05-20,Soseaua Popescu Nr. 30,Sector 6,Cluj,8170121391357,2751821400,stoica.beatrice@yahoo.com
381,Augustin,Nistor,M,1950-05-29,Strada Liviu Stancu Nr. 95 Bl. 36  Sc. 10 Ap. 880,Sector 6,Ialomița,3360516528989,2758592476,nistor.augustin@hotmail.com
382,Sorina,Diaconu,F,1959-07-10,Intrarea Niță Nr. 87,Sector 6,București,6560317258771,5477516771,sorina.diaconu@yahoo.com
383,David,Toma,M,1983-08-19,Drumul Crina Florea Nr. 89,Sector 6,Sibiu,3560121408496,0201837345,toma.david@gmail.com
384,Sidonia,Gheorghiu,F,1951-09-08,Aleea Albu,Sector 6,Suceava,8230519312312,5512104381,sidonia.gheorghiu@outlook.com
385,Laura,Pop,F,2004-02-08,Intrarea Lucian Dochioiu,Sector 6,Satu Mare,7940709393956,4474147775,laura.pop@protonmail.com
386,Georgiana,Nemeș,F,1952-08-06,Drumul Stoica,Sector 6,Argeș,6090529058990,5905602232,georgiananemeș@gmail.com
387,Ghenadie,Nistor,M,1981-05-03,Strada Popa Nr. 469 Bl. 99  Sc. 37 Ap. 197,Sector 6,Ialomița,1450813256972,2351151245,nistor.ghenadie@outlook.com
388,Dorian,Tudor,M,2005-01-27,Aleea Tania Barbu Nr. 97,Sector 6,Maramureș,2101211324231,0925776590,doriantudor@hotmail.com
389,Georgiana,Stancu,F,1980-11-07,Strada Suciu,Sector 6,Buzău,8930216020301,3555643713,georgiana.stancu@protonmail.com
390,Horațiu,Stan,M,1937-07-14,Intrarea Ionescu,Sector 6,Mehedinți,2740329070666,3702108974,stan.horațiu@gmail.com
391,Marcheta,Dobre,M,1981-03-01,Soseaua Stancu Nr. 14 Bl. 60  Sc. 82 Ap. 618,Sector 6,Neamț,2290724437983,1297226010,marchetadobre@yahoo.com
392,Codruț,Gheorghiu,F,1936-06-01,Drumul Jeana Popa,Sector 6,Sălaj,5271010032601,7497741119,gheorghiu.codruț@hotmail.com
393,Valentin,Tudor,M,1962-05-01,Soseaua Albu,Sector 6,Sălaj,3070602164153,4783586280,tudor.valentin@outlook.com
394,Aleodor,Albu,F,1982-08-20,Intrarea Nistor Nr. 93,Sector 6,București,3820111028100,3985831360,aleodora@gmail.com
395,Steluța,Diaconu,F,1975-12-29,Bulevardul Gheorghiu Nr. 68 Bl. 24  Sc. 30 Ap. 359,Sector 6,Maramureș,1610709142487,2359845605,steluțad@gmail.com
396,Rodica,Ionescu,F,1967-05-04,Aleea Dumitrescu Nr. 269 Bl. 80  Sc. 11 Ap. 485,Sector 6,Constanța,5240218109350,0289205469,rodicaionescu@outlook.com
397,Ghiță,Florea,M,2004-02-13,Aleea Laurenția Oprea Nr. 993 Bl. 20  Sc. 71 Ap. 863,Sector 6,Gorj,2431203327511,2617441858,ghițăf@gmail.com
398,Nae,Tabacu,F,1996-08-09,Drumul Iosif Nistor Nr. 710 Bl. 47  Sc. 67 Ap. 856,Sector 6,Hunedoara,1000125265950,7755325013,nae.tabacu@gmail.com
399,Irinel,Ioniță,M,1976-07-28,Strada Stancu Nr. 26,Sector 6,Cluj,5151204339075,2503716755,ioniță.irinel@hotmail.com
400,Iurie,Barbu,M,1997-08-20,Soseaua Răzvan Dumitrescu Nr. 41,Sector 6,Buzău,5260519075042,4143835884,iurie.barbu@outlook.com
401,Lucian,Popa,M,2005-02-06,Strada Manole Nr. 97 Bl. 38  Sc. 53 Ap. 510,Sector 6,Bacău,2661228292334,5126485055,lucian.popa@gmail.com
402,Smaranda,Dochioiu,F,1935-11-07,Bulevardul Toma,Sector 6,Călărași,1350802390786,9442026256,smarandad@hotmail.com
403,Voicu,Dobre,M,1995-04-14,Strada Elisabeta Dinu Nr. 395 Bl. 93  Sc. 83 Ap. 702,Sector 6,Olt,2260213301889,6236975437,voicu.dobre@hotmail.com
404,Elisabeta,Nistor,F,1961-02-12,Aleea Stelian Diaconescu Nr. 19,Sector 6,Covasna,1680703381994,3256289157,elisabetan@hotmail.com
405,Maximilian,Nemeș,M,1938-04-08,Drumul Pompilia Ababei Nr. 91,Sector 6,Ialomița,2000326206862,8444198459,nemeș.maximilian@yahoo.com
406,Georgia,Oprea,F,1948-02-20,Bulevardul Nemeș Nr. 946,Sector 6,Ilfov,7431107332401,4247060438,georgiao@yahoo.com
407,Bucur,Mazilescu,M,1962-12-23,Drumul Camil Pușcașu Nr. 934,Sector 6,Harghita,1780114073463,3676077676,bucur.mazilescu@yahoo.com
408,Laura,Georgescu,F,1982-11-06,Intrarea Suciu Nr. 23,Sector 6,Dolj,6580212242801,0600773257,laura.georgescu@protonmail.com
409,Jana,Albu,F,1950-05-28,Bulevardul Tomescu Nr. 482 Bl. 13  Sc. 79 Ap. 301,Sector 6,Arad,1141113314606,3525924001,janaalbu@protonmail.com
410,Marina,Dinu,F,1976-03-07,Drumul Dobre Nr. 59,Sector 6,Hunedoara,2240215165994,1174776285,mdinu@protonmail.com
411,Doru,Ionescu,M,1934-09-17,Bulevardul Nistor,Sector 6,Sibiu,5660722163311,9646736541,dionescu@outlook.com
412,Robertina,Diaconescu,F,1954-12-26,Intrarea Preda,Sector 6,Argeș,4650411188138,1997413079,robertinadiaconescu@yahoo.com
413,Petruța,Cristea,F,1966-04-08,Soseaua Mazilescu Nr. 416,Sector 6,Mehedinți,5921201237657,1621977563,pcristea@protonmail.com
414,Marta,Nemeș,F,1975-05-31,Drumul Diaconu,Sector 6,Vaslui,7271024293057,6873078530,martanemeș@yahoo.com
415,Tincuța,Pop,F,1996-04-23,Bulevardul Ioniță Nr. 636 Bl. 36  Sc. 55 Ap. 702,Sector 6,Olt,8830103392523,3449057792,tpop@hotmail.com
416,Octavia,Marin,F,1991-05-23,Intrarea Ene Nr. 660,Sector 6,Vaslui,1760721051898,0156562615,octaviamarin@protonmail.com
417,Mina,Tudor,F,1956-11-10,Aleea Suciu Nr. 29 Bl. 13  Sc. 39 Ap. 808,Sector 6,Cluj,2170915266011,6062800678,mina.tudor@hotmail.com
418,Georgiana,Ene,F,1989-01-14,Bulevardul Popa Nr. 33,Sector 6,Neamț,8170425344032,0736313713,georgiana.ene@outlook.com
419,Denis,Nistor,M,1963-11-28,Aleea Albertina Oprea Nr. 92 Bl. 54  Sc. 27 Ap. 670,Sector 6,Neamț,8931109117625,2640981173,denisnistor@hotmail.com
420,Cantemir,Dinu,F,1992-03-07,Drumul Eftimie,Sector 6,Prahova,3690825430204,8085701590,cantemir.dinu@protonmail.com
421,Cezara,Marin,F,1975-03-09,Strada Ioana Dochioiu,Sector 6,Bacău,2260509113727,6498051475,cezaram@yahoo.com
422,Raluca,Ene,F,1992-06-27,Aleea Iuliana Voinea Nr. 190,Sector 6,Buzău,3831231131250,8449934708,ene.raluca@yahoo.com
423,Ivona,Diaconu,F,1944-02-25,Intrarea Popescu Nr. 690,Sector 6,Gorj,7310206139711,9363439050,diaconu.ivona@hotmail.com
424,Eduard,Pușcașu,M,1991-09-01,Bulevardul Iridenta Diaconescu Nr. 97 Bl. 10  Sc. 54 Ap. 744,Sector 6,Dâmbovița,3961002179887,6643401535,eduardp@protonmail.com
425,Teodor,Dumitrescu,M,1947-10-10,Intrarea Mazilescu,Sector 6,Iași,5271030527728,8321745671,teodor.dumitrescu@gmail.com
426,Henrieta,Stan,F,1973-04-05,Bulevardul Ene Nr. 959 Bl. 34  Sc. 24 Ap. 374,Sector 6,Olt,1100506398242,8532518774,henrietas@protonmail.com
427,Miruna,Tabacu,F,1973-12-12,Bulevardul Florea Suciu,Sector 6,Caraș Severin,8690219356080,0513188377,mtabacu@gmail.com
428,Cezar,Eftimie,M,1955-06-12,Soseaua Popescu Nr. 87 Bl. 61  Sc. 48 Ap. 933,Sector 6,Tulcea,4660606465514,2260497794,ceftimie@yahoo.com
429,Nicoleta,Eftimie,F,1974-11-19,Strada Diaconu Nr. 43 Bl. 71  Sc. 15 Ap. 608,Sector 6,Hunedoara,4190829102158,1726156833,nicoletaeftimie@outlook.com
430,Isabela,Dinu,F,1950-03-03,Bulevardul Alexandrina Barbu,Sector 6,Suceava,3570322464466,6561210736,isabelad@yahoo.com
431,Casiana,Popescu,F,1994-01-30,Soseaua Tudor Aanei,Sector 6,Dolj,7140702158287,4394391078,casianapopescu@outlook.com
432,Codrina,Nistor,F,1969-12-21,Soseaua Ramona Stan,Sector 6,Giurgiu,3500231263651,3057577815,codrinanistor@yahoo.com
433,Sidonia,Oprea,F,1990-12-24,Bulevardul Zaraza Tudor,Sector 6,Teleorman,6800118399801,4611077198,sidoniaoprea@protonmail.com
434,Anastasia,Florea,F,1988-06-27,Aleea Aleodor Ababei,Sector 6,Gorj,5720210264062,0075744710,aflorea@hotmail.com
435,Cristian,Dumitrescu,M,1960-08-02,Strada Laurențiu Stănescu Nr. 464 Bl. 74  Sc. 24 Ap. 560,Sector 6,Satu Mare,2290925459818,2669077355,cristian.dumitrescu@protonmail.com
436,Măriuca,Tomescu,F,1960-04-23,Drumul Nistor,Sector 6,Gorj,8820112258648,5698193037,măriuca.tomescu@hotmail.com
437,Edgar,Georgescu,M,1943-12-20,Aleea Niță Nr. 250,Sector 6,Iași,2800522412586,6926293755,egeorgescu@outlook.com
438,Iustinian,Eftimie,M,1993-06-30,Soseaua Albu Nr. 13,Sector 6,Bihor,1700420298511,6680511401,eftimie.iustinian@hotmail.com
439,Teofil,Dobre,M,1994-11-30,Bulevardul Pușcașu,Sector 6,Arad,8590628073951,6064102307,dobre.teofil@outlook.com
440,Ladislau,Nistor,M,1942-02-17,Drumul Dima Nr. 277 Bl. 50  Sc. 26 Ap. 758,Sector 6,Hunedoara,6370227078991,8131033695,ladislaunistor@gmail.com
441,Narcisa,Stancu,F,2002-12-09,Intrarea Popa Nr. 890,Sector 6,Mureș,1481003375225,1528571598,nstancu@hotmail.com
442,Cipriana,Pușcașu,F,1945-01-17,Intrarea Suciu Nr. 735 Bl. 51  Sc. 72 Ap. 527,Sector 6,Olt,6100612259088,3332612971,cipriana.pușcașu@hotmail.com
443,Marcheta,Ene,F,1939-07-05,Soseaua Ioniță Nr. 170 Bl. 34  Sc. 72 Ap. 355,Sector 6,Olt,5501122293491,0446628855,marchetae@yahoo.com
444,Liana,Mazilescu,F,1957-12-18,Strada Stan Nr. 766 Bl. 64  Sc. 20 Ap. 493,Sector 6,Satu Mare,4230823050288,8563167276,liana.mazilescu@outlook.com
445,Romanița,Dinu,F,1976-12-21,Intrarea Ene Nr. 39,Sector 6,Galați,4110321385016,1203182587,rdinu@gmail.com
446,Leordean,Cristea,M,1948-01-20,Soseaua Simi Voinea Nr. 210 Bl. 89  Sc. 35 Ap. 488,Sector 6,Ilfov,5630922139944,4014289415,leordean.cristea@yahoo.com
447,Sorina,Dima,F,1939-05-09,Strada Anica Ene Nr. 731 Bl. 33  Sc. 51 Ap. 852,Sector 6,Gorj,6251106311199,3151079334,sorinad@hotmail.com
448,Nicoleta,Preda,F,2001-08-27,Strada Voinea,Sector 6,Vâlcea,1580109031300,8646156431,npreda@hotmail.com
449,Suzana,Eftimie,F,1993-08-31,Bulevardul Ioniță Nr. 355 Bl. 38  Sc. 16 Ap. 396,Sector 6,Satu Mare,2801216381551,6237125200,seftimie@hotmail.com
450,Edmond,Mazilescu,M,1968-08-15,Bulevardul Eftimie Ene Nr. 98,Sector 6,Tulcea,2100604145049,8743278202,edmond.mazilescu@gmail.com
451,Adela,Suciu,F,1975-01-01,Soseaua Suciu Nr. 460,Sector 6,Vâlcea,4310911432511,8542166237,adelasuciu@outlook.com
452,Marina,Mocanu,F,1985-12-07,Intrarea Dinu Nr. 319 Bl. 10  Sc. 14 Ap. 327,Sector 6,Teleorman,1100115098036,1146203605,marinamocanu@protonmail.com
453,Elena,Popa,F,1945-12-11,Bulevardul Ene,Sector 6,Vaslui,2880830124627,4334128228,elena.popa@outlook.com
454,Timea,Tomescu,F,1967-12-14,Drumul Daniel Ababei,Sector 6,Vrancea,5461225388708,3719002478,timeat@gmail.com
455,Pamfil,Nistor,M,1988-12-18,Intrarea Voinea Nr. 964,Sector 6,Neamț,5621106383125,8361538180,pamfil.nistor@yahoo.com
456,Ivan,Popa,M,2002-07-18,Bulevardul Ecaterina Ababei,Sector 6,Vâlcea,5680527392354,3896079904,ipopa@protonmail.com
457,Relu,Popescu,F,1968-12-25,Soseaua Niță Nr. 56,Sector 6,Hunedoara,4470223040591,4220762440,popescu.relu@outlook.com
458,Leontin,Voinea,M,1951-06-28,Aleea Stancu,Sector 6,Argeș,6960829228086,4451000415,leontin.voinea@outlook.com
459,Maxim,Oprea,M,1936-07-13,Bulevardul Olimpiu Tabacu Nr. 97 Bl. 46  Sc. 33 Ap. 630,Sector 6,Bacău,5050417022745,9454410177,oprea.maxim@gmail.com
460,Bănel,Ene,F,2007-03-29,Soseaua Adam Oprea,Sector 6,Alba,6440611223746,4182460386,bănelene@hotmail.com
461,Florica,Dumitrescu,F,1963-02-19,Soseaua Tudor,Sector 6,Bihor,4511021222923,4899675417,dumitrescu.florica@hotmail.com
462,Mărioara,Gheorghiu,F,1954-10-31,Strada Eliana Ene Nr. 65,Sector 6,Timiș,2460301524525,4177693244,mgheorghiu@hotmail.com
463,Smaranda,Cristea,F,1985-02-08,Soseaua Marin Nr. 45 Bl. 21  Sc. 19 Ap. 796,Sector 6,Harghita,6850404099756,4839362624,cristea.smaranda@gmail.com
464,Gabriela,Albu,F,1953-06-25,Soseaua Melania Diaconu Nr. 54 Bl. 88  Sc. 48 Ap. 262,Sector 6,Timiș,8270729087509,7376210131,gabriela.albu@gmail.com
465,Ernest,Gheorghiu,M,1970-09-15,Soseaua Ardelean,Sector 6,Bacău,7580929017156,9531903481,egheorghiu@outlook.com
466,Tiberiu,Pușcașu,M,1961-07-11,Drumul Cedrin Pop Nr. 943,Sector 6,Brăila,8550308109951,2671329068,tiberiu.pușcașu@protonmail.com
467,Codin,Nemeș,M,1986-05-13,Drumul Eftimie Nr. 76 Bl. 60  Sc. 12 Ap. 896,Sector 6,Bacău,6231122150588,5693676988,codinnemeș@gmail.com
468,Venera,Diaconu,F,1977-07-11,Soseaua Ababei Nr. 20,Sector 6,Vrancea,2190425134912,4237704179,vdiaconu@yahoo.com
469,Paul,Stoica,M,1956-03-25,Aleea Nistor Nr. 804 Bl. 74  Sc. 65 Ap. 236,Sector 6,Buzău,4230601194779,7873810384,stoica.paul@protonmail.com
470,Olimpia,Tomescu,F,1969-03-17,Bulevardul Barbu Nr. 957,Sector 6,Caraș Severin,7230901063873,8071396091,olimpia.tomescu@yahoo.com
471,Marian,Cristea,M,1946-06-06,Strada Nemeș Nr. 371 Bl. 87  Sc. 81 Ap. 975,Sector 6,Buzău,3400212083046,0091971175,marianc@protonmail.com
472,Ludovic,Dochioiu,M,1955-04-18,Bulevardul Stan Nr. 620,Sector 6,Argeș,2670119156865,7460669447,ludovicdochioiu@protonmail.com
473,Costache,Tomescu,M,1957-05-29,Bulevardul Stoica,Sector 6,Brașov,8980828466352,4007456604,costachet@gmail.com
474,Petruț,Preda,M,1985-06-06,Soseaua Dima,Sector 6,Mureș,1690806306266,8054323463,petruț.preda@hotmail.com
475,Eric,Dima,M,1968-09-13,Drumul Barbu Nr. 54,Sector 6,Buzău,1030506238551,9539211905,dima.eric@gmail.com
476,Ina,Barbu,F,1951-06-29,Aleea Dorina Ionescu Nr. 46 Bl. 96  Sc. 40 Ap. 156,Sector 6,Arad,4570807207680,1137828696,inabarbu@protonmail.com
477,Fabiana,Stan,F,2001-07-26,Soseaua Valeriu Nistor Nr. 34 Bl. 93  Sc. 20 Ap. 732,Sector 6,Maramureș,5640118262956,4634199507,fabianastan@protonmail.com
478,Cecilia,Oprea,F,1956-02-26,Soseaua Georgescu Nr. 748 Bl. 23  Sc. 80 Ap. 615,Sector 6,Bacău,7810329121288,8400055855,oprea.cecilia@outlook.com
479,Aurora,Dumitrescu,F,2006-10-07,Strada Oprea Nr. 971,Sector 6,Tulcea,4200807130048,4776963683,dumitrescu.aurora@gmail.com
480,Daniel,Niță,M,1941-10-31,Soseaua Astrid Nistor Nr. 50,Sector 6,Galați,5551217349506,3680979591,dniță@protonmail.com
481,Brăduț,Mazilescu,F,1987-11-16,Intrarea Ioniță,Sector 6,Gorj,6060316277268,7736908413,brăduțmazilescu@gmail.com
482,Vanesa,Pop,F,1946-03-13,Aleea Tudor Nr. 706,Sector 6,Botoșani,7880620050025,2937445415,vpop@gmail.com
483,Severina,Ardelean,F,1961-08-11,Soseaua Georgescu Nr. 654,Sector 6,Argeș,2930527438316,0085527761,sardelean@gmail.com
484,Sorin,Dinu,M,2003-12-14,Strada Mazilescu Nr. 96,Sector 6,Olt,4650201223681,3539440682,dinu.sorin@yahoo.com
485,Mioara,Eftimie,F,2004-05-25,Drumul Dumitrescu,Sector 6,Botoșani,5630506273889,2578253039,eftimie.mioara@hotmail.com
486,Toma,Albu,F,1981-07-04,Aleea Anamaria Tudor,Sector 6,Dolj,5180412054262,3419774665,tomaa@protonmail.com
487,Ortansa,Albu,F,1982-04-29,Strada Dimitrina Niță Nr. 39 Bl. 10  Sc. 86 Ap. 748,Sector 6,Argeș,4540301055546,5228005756,ortansaalbu@protonmail.com
488,Ștefania,Dumitrescu,M,1986-08-10,Soseaua Pamfil Manole Nr. 25 Bl. 60  Sc. 27 Ap. 473,Sector 6,Ialomița,5281102433935,3844818456,ștefaniad@protonmail.com
489,Norman,Tomescu,M,1944-10-11,Soseaua Tudor Nr. 964 Bl. 58  Sc. 42 Ap. 842,Sector 6,Cluj,8311230055969,8213481092,ntomescu@gmail.com
490,Estera,Aanei,F,1937-11-19,Strada Pușcașu,Sector 6,Argeș,4031111465428,9837494454,aanei.estera@hotmail.com
491,Julia,Oprea,F,1946-10-29,Aleea Laura Toma Nr. 126 Bl. 87  Sc. 21 Ap. 326,Sector 6,Giurgiu,8051016167368,7010508327,juliao@gmail.com
492,Dumitru,Manole,M,1948-09-30,Drumul Gheorghiță Tomescu,Sector 6,Galați,7660615389325,3169779329,manole.dumitru@protonmail.com
493,Corneliu,Tabacu,M,2004-07-30,Aleea Suciu,Sector 6,Giurgiu,3441121279922,1748970550,corneliu.tabacu@hotmail.com
494,Luiza,Eftimie,F,1949-04-10,Drumul Dinu Nr. 41 Bl. 95  Sc. 26 Ap. 618,Sector 6,Botoșani,3941122327181,7488168603,eftimie.luiza@outlook.com
495,Matilda,Preda,F,2004-05-20,Intrarea Barbu Nr. 400,Sector 6,Teleorman,7881205225485,4754418011,matildap@yahoo.com
496,Irinel,Ardelean,M,1988-10-26,Soseaua Xenia Toma Nr. 63,Sector 6,Giurgiu,5520431132845,9697876467,irinelardelean@protonmail.com
497,Anișoara,Stancu,M,2004-01-07,Drumul Oprea Nr. 689,Sector 6,Gorj,2730514525899,0824035096,anișoaras@yahoo.com
498,Georgeta,Preda,F,1944-11-03,Intrarea Adam Cristea Nr. 92,Sector 6,Bistrița-Năsăud,6740513434710,9297009934,georgetapreda@hotmail.com
499,Antoniu,Nemeș,M,1979-07-04,Bulevardul Gheorghiu Nr. 45 Bl. 56  Sc. 77 Ap. 803,Sector 6,Vaslui,2080518298098,4757250748,antoniu.nemeș@gmail.com
500,Iustina,Tabacu,F,1938-04-22,Aleea Stoica Nr. 26,Sector 6,Prahova,2860420411429,3063578749,itabacu@gmail.com
501,Hortensia,Ardelean,F,1972-06-14,Soseaua Albu Nr. 38 Bl. 12  Sc. 76 Ap. 722,Sector 6,Alba,7541204410096,2651480671,ardelean.hortensia@outlook.com
502,Didina,Suciu,F,1978-10-31,Soseaua Popescu Nr. 519,Sector 6,Timiș,5830526521579,1551481003,didinas@yahoo.com
503,Paula,Stancu,F,1970-02-15,Drumul Grațian Ardelean,Sector 6,Ilfov,1660119293097,2004767189,stancu.paula@hotmail.com
504,Andreea,Marin,F,1977-07-04,Drumul Diaconescu,Sector 6,Olt,5051008246926,3961627218,amarin@hotmail.com
505,Bucur,Albu,M,2000-08-08,Intrarea Marin Nr. 36 Bl. 29  Sc. 36 Ap. 821,Sector 6,Prahova,2500321427436,0244307880,bucura@yahoo.com
506,Otilia,Manole,F,1954-11-18,Soseaua Tabacu Nr. 59,Sector 6,Ilfov,1980909526836,8749930814,manole.otilia@yahoo.com
507,Janina,Niță,F,1999-10-09,Drumul Dumitrescu Nr. 85 Bl. 74  Sc. 58 Ap. 424,Sector 6,Dolj,2020127035654,9962600346,janinan@yahoo.com
508,Fiodor,Stoica,M,1942-09-12,Soseaua George Dumitrescu,Sector 6,Gorj,5570517156687,7831375028,fiodors@gmail.com
509,Bogdan,Toma,M,1939-08-20,Drumul Diaconu,Sector 6,Bihor,4481230428051,6606351651,bogdant@gmail.com
510,Viviana,Tomescu,F,2005-01-29,Drumul Alida Toma Nr. 19 Bl. 49  Sc. 91 Ap. 396,Sector 6,Gorj,2630624321932,8281776712,vtomescu@gmail.com
511,Leontina,Popa,F,1975-01-18,Intrarea Ioniță,Sector 6,Constanța,5960214438346,5270170580,leontinap@gmail.com
512,Elena,Ene,F,1951-04-21,Strada Mihail Ionescu Nr. 54,Sector 6,Brăila,5160402403228,0475022054,ene.elena@outlook.com
513,Ivona,Voinea,F,1973-03-22,Bulevardul Maia Nemeș,Sector 6,Vaslui,7450121261052,1245453182,ivonav@yahoo.com
514,Adelina,Stănescu,F,1961-04-20,Strada Andrei Stănescu Nr. 21,Sector 6,Ialomița,2211122107222,9454202856,astănescu@outlook.com
515,Safta,Albu,F,1953-06-29,Soseaua Dumitrescu,Sector 6,Vrancea,5710731116941,1847364664,safta.albu@hotmail.com
516,Florina,Georgescu,F,1988-04-10,Aleea Albu Nr. 778 Bl. 11  Sc. 44 Ap. 635,Sector 6,Harghita,5280706325963,4409646228,florinag@yahoo.com
517,Crin,Barbu,M,1994-06-21,Bulevardul Marin,Sector 6,Giurgiu,4250523351107,2055496235,cbarbu@outlook.com
518,Tiberia,Diaconu,F,1969-12-31,Soseaua Preda Nr. 86 Bl. 52  Sc. 85 Ap. 507,Sector 6,Caraș Severin,6510616314310,5686674008,tdiaconu@gmail.com
519,Octaviana,Marin,F,1981-02-28,Aleea Artemisa Nemeș Nr. 64,Sector 6,Constanța,5280625305154,7121125112,omarin@outlook.com
520,Costin,Manole,M,1990-08-17,Bulevardul Suciu Nr. 80,Sector 6,Dolj,5350526372628,8660817524,costinm@hotmail.com
